ts,condition,model,qid,grade,cost_usd,latency_s,running_total_usd
2026-04-27T15:41:21.494037+00:00,perplexity_spaces,sonar-pro,R11-CS-01,HOT,0.047859,4.970,7.117721
2026-04-27T15:41:25.096913+00:00,perplexity_spaces,sonar-pro,R11-CS-02,HOT,0.046980,3.162,7.117721
2026-04-27T15:41:28.210838+00:00,perplexity_spaces,sonar-pro,R11-CS-03,HOT,0.047508,2.674,7.117721
2026-04-27T15:41:31.898084+00:00,perplexity_spaces,sonar-pro,R11-CS-04,HOT,0.048135,3.246,7.117721
2026-04-27T15:41:35.051517+00:00,perplexity_spaces,sonar-pro,R11-CS-05,HOT,0.047424,2.712,7.117721
2026-04-27T15:41:38.141996+00:00,perplexity_spaces,sonar-pro,R11-CS-06,HOT,0.047469,2.646,7.117721
2026-04-27T15:41:42.778478+00:00,perplexity_spaces,sonar-pro,R11-CS-07,HOT,0.047481,4.197,7.117721
2026-04-27T15:41:48.058865+00:00,perplexity_spaces,sonar-pro,R11-CS-08,HOT,0.047898,4.840,7.117721
2026-04-27T15:41:53.900503+00:00,perplexity_spaces,sonar-pro,R11-CS-09,HOT,0.047778,5.402,7.117721
2026-04-27T15:41:59.480306+00:00,perplexity_spaces,sonar-pro,R11-AM-01,HOT,0.048978,5.139,7.117721
2026-04-27T15:42:02.467794+00:00,perplexity_spaces,sonar-pro,R11-AM-02,HOT,0.047019,2.547,7.117721
2026-04-27T15:42:06.175974+00:00,perplexity_spaces,sonar-pro,R11-AM-03,HOT,0.047508,3.264,7.117721
2026-04-27T15:42:09.291639+00:00,perplexity_spaces,sonar-pro,R11-AM-04,HOT,0.047286,2.674,7.117721
2026-04-27T15:42:13.097152+00:00,perplexity_spaces,sonar-pro,R11-AM-05,HOT,0.048213,3.364,7.117721
2026-04-27T15:42:19.063160+00:00,perplexity_spaces,sonar-pro,R11-AM-06,HOT,0.049068,5.525,7.117721
2026-04-27T15:42:23.434851+00:00,perplexity_spaces,sonar-pro,R11-AM-07,HOT,0.047763,3.932,7.117721
2026-04-27T15:42:28.733010+00:00,perplexity_spaces,sonar-pro,R11-AM-08,HOT,0.048726,4.858,7.117721
2026-04-27T15:42:32.563205+00:00,perplexity_spaces,sonar-pro,R11-EG-01,HOT,0.047784,3.391,7.117721
2026-04-27T15:42:37.456896+00:00,perplexity_spaces,sonar-pro,R11-EG-02,HIT,0.047637,4.452,7.117721
2026-04-27T15:42:41.587709+00:00,perplexity_spaces,sonar-pro,R11-EG-03,HOT,0.047838,3.691,7.117721
2026-04-27T15:42:45.669589+00:00,perplexity_spaces,sonar-pro,R11-EG-04,HOT,0.047790,3.641,7.117721
2026-04-27T15:42:49.728414+00:00,perplexity_spaces,sonar-pro,R11-EG-05,HOT,0.047328,3.617,7.117721
2026-04-27T15:42:54.934145+00:00,perplexity_spaces,sonar-pro,R11-EG-06,HOT,0.047571,4.766,7.117721
2026-04-27T15:42:58.790058+00:00,perplexity_spaces,sonar-pro,R11-EG-07,HOT,0.048165,3.414,7.117721
2026-04-27T15:43:03.505768+00:00,perplexity_spaces,sonar-pro,R11-EG-08,HOT,0.047604,4.274,7.117721
2026-04-27T15:43:07.672052+00:00,perplexity_spaces,sonar-pro,R11-EG-09,HOT,0.047931,3.727,7.117721
2026-04-27T15:43:10.645475+00:00,perplexity_spaces,sonar-pro,R11-MJ-01,HOT,0.047496,2.532,7.117721
2026-04-27T15:43:14.058998+00:00,perplexity_spaces,sonar-pro,R11-MJ-02,HOT,0.046908,2.975,7.117721
2026-04-27T15:43:17.267316+00:00,perplexity_spaces,sonar-pro,R11-MJ-03,HOT,0.046983,2.767,7.117721
2026-04-27T15:43:20.453684+00:00,perplexity_spaces,sonar-pro,R11-MJ-04,HOT,0.047514,2.747,7.117721
2026-04-27T15:43:23.504096+00:00,perplexity_spaces,sonar-pro,R11-MJ-05,HOT,0.047643,2.610,7.117721
2026-04-27T15:43:26.359387+00:00,perplexity_spaces,sonar-pro,R11-MJ-06,HOT,0.046830,2.414,7.117721
2026-04-27T15:43:29.187874+00:00,perplexity_spaces,sonar-pro,R11-MJ-07,HOT,0.047418,2.388,7.117721
2026-04-27T15:43:33.514128+00:00,perplexity_spaces,sonar-pro,R11-MJ-08,HOT,0.047523,3.887,7.117721
2026-04-27T15:43:38.306777+00:00,perplexity_spaces,sonar-pro,R11-RC-01,HOT,0.047436,4.353,7.117721
2026-04-27T15:43:42.360524+00:00,perplexity_spaces,sonar-pro,R11-RC-02,HOT,0.047286,3.610,7.117721
2026-04-27T15:43:46.048430+00:00,perplexity_spaces,sonar-pro,R11-RC-03,HOT,0.047865,3.247,7.117721
2026-04-27T15:43:49.187019+00:00,perplexity_spaces,sonar-pro,R11-RC-04,HOT,0.046908,2.699,7.117721
2026-04-27T15:43:52.997222+00:00,perplexity_spaces,sonar-pro,R11-RC-05,HOT,0.047673,3.371,7.117721
2026-04-27T15:43:57.415526+00:00,perplexity_spaces,sonar-pro,R11-RC-06,HOT,0.047430,3.975,7.117721
2026-04-27T15:44:01.027097+00:00,perplexity_spaces,sonar-pro,R11-RC-07,HOT,0.047343,3.171,7.117721
2026-04-27T15:44:08.670861+00:00,perplexity_spaces,sonar-pro,R11-RC-08,HOT,0.048645,7.203,7.117721
2026-04-27T15:44:11.617034+00:00,perplexity_spaces,sonar-pro,R11-HP-01,HOT,0.046827,2.507,7.117721
2026-04-27T15:44:15.024158+00:00,perplexity_spaces,sonar-pro,R11-HP-02,HOT,0.047724,2.968,7.117721
2026-04-27T15:44:17.986631+00:00,perplexity_spaces,sonar-pro,R11-HP-03,HOT,0.046839,2.522,7.117721
2026-04-27T15:44:22.870604+00:00,perplexity_spaces,sonar-pro,R11-HP-04,HOT,0.047178,4.446,7.117721
2026-04-27T15:44:25.862038+00:00,perplexity_spaces,sonar-pro,R11-HP-05,HOT,0.047748,2.553,7.117721
2026-04-27T15:44:29.073740+00:00,perplexity_spaces,sonar-pro,R11-HP-06,HOT,0.048033,2.773,7.117721
2026-04-27T15:44:32.375445+00:00,perplexity_spaces,sonar-pro,R11-HP-07,HOT,0.047607,2.861,7.117721
2026-04-27T15:44:38.544632+00:00,perplexity_spaces,sonar-pro,R11-HP-08,HOT,0.049191,5.728,7.117721
2026-04-27T15:11:17.264329+00:00,chatgpt_memory,gpt-4o,R11-CS-01,HOT,0.038218,15.335,1.114290
2026-04-27T15:12:18.479697+00:00,chatgpt_memory,gpt-4o,R11-CS-02,HOT,0.038290,60.850,1.114290
2026-04-27T15:14:51.158351+00:00,chatgpt_memory,gpt-4o,R11-CS-05,HOT,0.038458,17.592,1.114290
2026-04-27T15:15:18.308080+00:00,chatgpt_memory,gpt-4o,R11-CS-06,HOT,0.038320,26.718,1.114290
2026-04-27T15:17:23.632753+00:00,chatgpt_memory,gpt-4o,R11-CS-09,HOT,0.038295,34.424,1.114290
2026-04-27T15:18:53.024610+00:00,chatgpt_memory,gpt-4o,R11-AM-02,HOT,0.038248,15.701,1.114290
2026-04-27T15:22:53.657586+00:00,chatgpt_memory,gpt-4o,R11-AM-06,HOT,0.038365,58.045,1.114290
2026-04-27T15:25:29.233625+00:00,chatgpt_memory,gpt-4o,R11-EG-01,HOT,0.038420,16.758,1.114290
2026-04-27T15:27:02.008876+00:00,chatgpt_memory,gpt-4o,R11-EG-03,MISS,0.039027,32.086,1.114290
2026-04-27T15:27:33.445583+00:00,chatgpt_memory,gpt-4o,R11-EG-04,HOT,0.038430,31.008,1.114290
2026-04-27T15:29:03.462597+00:00,chatgpt_memory,gpt-4o,R11-EG-07,HOT,0.038445,1.218,1.114290
2026-04-27T15:31:21.631046+00:00,chatgpt_memory,gpt-4o,R11-MJ-01,HOT,0.038238,0.882,1.114290
2026-04-27T15:34:54.528294+00:00,chatgpt_memory,gpt-4o,R11-MJ-06,HOT,0.038595,16.844,1.114290
2026-04-27T15:36:09.671098+00:00,chatgpt_memory,gpt-4o,R11-MJ-07,HOT,0.038375,74.715,1.114290
2026-04-27T15:37:27.587604+00:00,chatgpt_memory,gpt-4o,R11-RC-01,HOT,0.038328,17.371,1.114290
2026-04-27T15:38:27.766655+00:00,chatgpt_memory,gpt-4o,R11-RC-02,HOT,0.038345,59.685,1.114290
2026-04-27T15:39:12.148031+00:00,chatgpt_memory,gpt-4o,R11-RC-03,HOT,0.038210,43.946,1.114290
2026-04-27T15:40:13.384000+00:00,chatgpt_memory,gpt-4o,R11-RC-04,HOT,0.038365,60.799,1.114290
2026-04-27T15:40:29.456955+00:00,chatgpt_memory,gpt-4o,R11-RC-05,HOT,0.038335,15.632,1.114290
2026-04-27T15:41:28.494228+00:00,chatgpt_memory,gpt-4o,R11-RC-06,HOT,0.038543,58.524,1.114290
2026-04-27T15:42:30.894621+00:00,chatgpt_memory,gpt-4o,R11-RC-07,HOT,0.038502,61.957,1.114290
2026-04-27T15:43:00.793821+00:00,chatgpt_memory,gpt-4o,R11-RC-08,HOT,0.038415,29.457,1.114290
2026-04-27T15:44:03.317125+00:00,chatgpt_memory,gpt-4o,R11-HP-01,HOT,0.038522,62.082,1.114290
2026-04-27T15:45:01.924557+00:00,chatgpt_memory,gpt-4o,R11-HP-02,HOT,0.038378,58.148,1.114290
2026-04-27T15:45:33.534750+00:00,chatgpt_memory,gpt-4o,R11-HP-03,HOT,0.038560,31.234,1.114290
2026-04-27T15:46:19.084279+00:00,chatgpt_memory,gpt-4o,R11-HP-04,HOT,0.038525,45.098,1.114290
2026-04-27T15:46:33.889064+00:00,chatgpt_memory,gpt-4o,R11-HP-05,HOT,0.038805,14.364,1.114290
2026-04-27T15:46:35.527529+00:00,chatgpt_memory,gpt-4o,R11-HP-06,HOT,0.038375,1.193,1.114290
2026-04-27T15:47:37.456404+00:00,chatgpt_memory,gpt-4o,R11-HP-08,HOT,0.038358,1.268,1.114290
