route_path,gate_type,page_component,ghost_world_disposition,action_required
/initiatives/lets-get-groceries/box,ExplorerRoute,initiatives.tsx,OPEN,NONE
/initiatives/lets-get-groceries/start-node,ExplorerRoute,initiatives.tsx,OPEN,NONE
/initiatives/lets-go-shopping,ExplorerRoute,initiatives.tsx,OPEN,NONE
/initiatives/lets-make-bread,ExplorerRoute,initiatives.tsx,OPEN,NONE
/initiatives/lets-make-dinner,ExplorerRoute,initiatives.tsx,OPEN,NONE
/initiatives/lets-make-dinner/about,ExplorerRoute,initiatives.tsx,OPEN,NONE
/initiatives/lets-make-dinner/chefs,ExplorerRoute,initiatives.tsx,OPEN,NONE
/initiatives/lets-make-dinner/review/:mealId,ProtectedRoute,initiatives.tsx,KEEP,NONE
/initiatives/lets-make-dinner/reviews,ProtectedRoute,initiatives.tsx,KEEP,NONE
/initiatives/lets-make-dinner/start-node,ExplorerRoute,initiatives.tsx,OPEN,NONE
/initiatives/lifeline-medications,ExplorerRoute,defense.tsx,OPEN,NONE
/initiatives/msa,ExplorerRoute,defense.tsx,OPEN,NONE
/initiatives/power-to-the-people,ExplorerRoute,initiatives.tsx,OPEN,NONE
/initiatives/proprietary-recipes,ExplorerRoute,initiatives.tsx,OPEN,NONE
/initiatives/rally-group,ExplorerRoute,initiatives.tsx,OPEN,NONE
/initiatives/taste-tester,ExplorerRoute,initiatives.tsx,OPEN,NONE
/initiatives/tatiana-schlossburg-health-accords,ExplorerRoute,defense.tsx,OPEN,NONE
/initiatives/the-pantry,ExplorerRoute,initiatives.tsx,OPEN,NONE
/initiatives/vsl,ExplorerRoute,initiatives.tsx,OPEN,NONE
/innovations,ExplorerRoute,captain.tsx,OPEN,NONE
/international,ExplorerRoute,public.tsx,OPEN,NONE
/invite,ProtectedRoute,onboarding.tsx,KEEP,NONE
/ip-portfolio/:qrCode?,OPEN,cephas.tsx,OPEN,NONE
/ip/register,ProtectedRoute,commerce.tsx,KEEP,NONE
/johnny-appleseed,OPEN,commerce.tsx,OPEN,NONE
/join,OPEN,onboarding.tsx,OPEN,NONE
/join,OPEN,MembershipGate.tsx,OPEN,FIXED_BP092
/join/creator,ExplorerRoute,onboarding.tsx,OPEN,NONE
/journey-map,ExplorerRoute,tools.tsx,OPEN,NONE
/kaleidoscope,OPEN,commerce.tsx,OPEN,NONE
/keep,ProtectedRoute,misc.tsx,KEEP,NONE
/knowledge/:slug,ExplorerRoute,cephas.tsx,OPEN,NONE
/landing-manager/:projectId,ProtectedRoute,production.tsx,KEEP,NONE
/launch,OPEN,onboarding.tsx,OPEN,NONE
/launch-readiness,ProtectedRoute,admin.tsx,KEEP,NONE
/launch-tracker,ExplorerRoute,production.tsx,OPEN,NONE
/launch/run-a-node,OPEN,onboarding.tsx,OPEN,NONE
/lb-card,ProtectedRoute,dashboard.tsx,KEEP,NONE
/lb-positions,ProtectedRoute,admin.tsx,KEEP,NONE
/learn,ExplorerRoute,cephas.tsx,OPEN,NONE
/learn/:stopSlug,ExplorerRoute,cephas.tsx,OPEN,NONE
/ledger,ExplorerRoute,commerce.tsx,OPEN,NONE
/ledgers,ExplorerRoute,commerce.tsx,OPEN,NONE
/lemon-lot,ExplorerRoute,initiatives.tsx,OPEN,NONE
/licensing,OPEN,public.tsx,OPEN,NONE
/like-what,OPEN,public.tsx,OPEN,NONE
/local-wheels,ExplorerRoute,initiatives.tsx,OPEN,NONE
/looking-glass,OPEN,tools.tsx,OPEN,NONE
/magic-carpet,ExplorerRoute,tools.tsx,OPEN,NONE
/main-square,OPEN,commerce.tsx,OPEN,NONE
/mainland,OPEN,tools.tsx,OPEN,NONE
/maker-spotlight,OPEN,production.tsx,OPEN,NONE
/makers,ExplorerRoute,production.tsx,OPEN,NONE
/makers/:slug,ExplorerRoute,production.tsx,OPEN,NONE
/manage-positions,ProtectedRoute,admin.tsx,KEEP,NONE
/manufacturing,ProtectedRoute,production.tsx,KEEP,NONE
/marketplace,ExplorerRoute,commerce.tsx,OPEN,NONE
/marketplace/cities,ExplorerRoute,commerce.tsx,OPEN,NONE
/marketplace/cities/:city,ExplorerRoute,commerce.tsx,OPEN,NONE
/marketplace/neighborhoods,ExplorerRoute,commerce.tsx,OPEN,NONE
/marketplace/services,OPEN,commerce.tsx,OPEN,NONE
/marks-for-marks,OPEN,commerce.tsx,OPEN,NONE
/marks/redeem,ProtectedRoute,dashboard.tsx,KEEP,NONE
/matchtrade,OPEN,commerce.tsx,OPEN,NONE
/meal-kits,ExplorerRoute,initiatives.tsx,OPEN,NONE
/medallion,OPEN,public.tsx,OPEN,NONE
/medallion-management,ProtectedRoute,commerce.tsx,KEEP,NONE
/medallion-swap,ExplorerRoute,commerce.tsx,OPEN,NONE
/medallion/:variant,OPEN,public.tsx,OPEN,NONE
/medallions,ProtectedRoute,dashboard.tsx,KEEP,NONE
/member-agreement,OPEN,misc.tsx,OPEN,NONE
/member-resources,ProtectedRoute,dashboard.tsx,KEEP,NONE
/member/:username,OPEN,public.tsx,OPEN,NONE
/membership,OPEN,dashboard.tsx,OPEN,NONE
/membership-success,OPEN,dashboard.tsx,OPEN,NONE
/membership/confirm,OPEN,dashboard.tsx,OPEN,NONE
/menu/:slug,OPEN,commerce.tsx,OPEN,NONE
/mesh/cross-frame,ProtectedRoute,tools.tsx,KEEP,NONE
/metrics,OPEN,commerce.tsx,OPEN,NONE
/mini-tour,OPEN,public.tsx,OPEN,NONE
/mission-one,ExplorerRoute,public.tsx,OPEN,NONE
/mnemosyne,OPEN,public.tsx,OPEN,NONE
/moneypenny,ProtectedRoute,dashboard.tsx,KEEP,NONE
/moneypenny/briefing,ProtectedRoute,dashboard.tsx,KEEP,NONE
/moneypenny/qa,ProtectedRoute,dashboard.tsx,KEEP,NONE
/moneypenny/social,ProtectedRoute,dashboard.tsx,KEEP,NONE
/moneypenny/spotlight,ProtectedRoute,dashboard.tsx,KEEP,NONE
/museum,OPEN,public.tsx,OPEN,NONE
/my-pledges,ProtectedRoute,commerce.tsx,KEEP,NONE
/my/cathedral,ProtectedRoute,dashboard.tsx,KEEP,NONE
/my/cathedral/:scribeId,ProtectedRoute,dashboard.tsx,KEEP,NONE
/my/cathedral/:scribeId/share,ProtectedRoute,dashboard.tsx,KEEP,NONE
/my/cathedral/export,ProtectedRoute,dashboard.tsx,KEEP,NONE
/my/cathedral/new,ProtectedRoute,dashboard.tsx,KEEP,NONE
/my/cathedral/settings,ProtectedRoute,dashboard.tsx,KEEP,NONE
/my/pedestal-stake,OPEN,public.tsx,OPEN,NONE
/neighborhoods,ExplorerRoute,commerce.tsx,OPEN,NONE
/neighborhoods/:slug,ExplorerRoute,commerce.tsx,OPEN,NONE
/neighborhoods/builder,ProtectedRoute,commerce.tsx,KEEP,NONE
/neighborhoods/trunk-mirror,ProtectedRoute,commerce.tsx,KEEP,NONE
/no-atomo,OPEN,production.tsx,OPEN,NONE
/node-captain,ProtectedRoute,captain.tsx,KEEP,NONE
/northern,ExplorerRoute,cephas.tsx,OPEN,NONE
/northern/:section,ExplorerRoute,cephas.tsx,OPEN,NONE
/northern/noid/:tier,ExplorerRoute,cephas.tsx,OPEN,NONE
/onboarding/sovereignty,OPEN,onboarding.tsx,OPEN,NONE
/onboarding/sovereignty/tier-a,OPEN,onboarding.tsx,OPEN,NONE
/onboarding/sovereignty/tier-b,OPEN,onboarding.tsx,OPEN,NONE
/onboarding/sovereignty/tier-c,OPEN,onboarding.tsx,OPEN,NONE
/onboarding/status,ProtectedRoute,onboarding.tsx,KEEP,NONE
/onboarding/trickle,ProtectedRoute,onboarding.tsx,KEEP,NONE
/op-eds/thou-art-the-man,OPEN,public.tsx,OPEN,NONE
/op-eds/thou-art-the-man/,OPEN,public.tsx,OPEN,NONE
/outreach,OPEN,cephas.tsx,OPEN,NONE
/outreach/:slug,OPEN,cephas.tsx,OPEN,NONE
/outreach/ai-gang,ProtectedRoute,tools.tsx,KEEP,NONE
/outreach/crown-letters,ProtectedRoute,tools.tsx,KEEP,NONE
/outreach/progress-report,ExplorerRoute,tools.tsx,OPEN,NONE
/outreach/social-thursday,ProtectedRoute,tools.tsx,KEEP,NONE
/overlay-gallery,OPEN,public.tsx,OPEN,NONE
/papers,OPEN,cephas.tsx,OPEN,NONE
/papers/:paperId/pedestal-forum,OPEN,cephas.tsx,OPEN,NONE
/papers/pre-cathedral-hook,OPEN,cephas.tsx,OPEN,NONE
/patent-portfolio,OPEN,cephas.tsx,OPEN,NONE
/pathfinder,OPEN,tools.tsx,OPEN,NONE
/pathway,OPEN,onboarding.tsx,OPEN,NONE
/pearl-diver,ExplorerRoute,tools.tsx,OPEN,NONE
/pedestal-stake/accredited/apply,OPEN,public.tsx,OPEN,NONE
/pedestal-stake/apply,OPEN,public.tsx,OPEN,NONE
/pedestal-stake/early-interest,OPEN,public.tsx,OPEN,NONE
/pedestal-stake/learn,OPEN,public.tsx,OPEN,NONE
/pedestals,OPEN,social.tsx,OPEN,NONE
/peer-contracts,ProtectedRoute,social.tsx,KEEP,NONE
/people/mikey-kickoff,ExplorerRoute,tools.tsx,OPEN,NONE
/petitions,OPEN,captain.tsx,OPEN,NONE
/phase-mimictrunks,OPEN,social.tsx,OPEN,NONE
/piggyback,ProtectedRoute,tools.tsx,KEEP,NONE
/pioneer,ProtectedRoute,social.tsx,KEEP,NONE
/pioneers,ProtectedRoute,dashboard.tsx,KEEP,NONE
/pioneers/:role/:number,ExplorerRoute,initiatives.tsx,OPEN,NONE
/pioneers/legacy,ProtectedRoute,dashboard.tsx,KEEP,NONE
/pioneers/legacy,ExplorerRoute,initiatives.tsx,OPEN,NONE
/pipeline,ProtectedRoute,onboarding.tsx,KEEP,NONE
/plant-seeds,OPEN,onboarding.tsx,OPEN,NONE
/political-expedition,ProtectedRoute,captain.tsx,KEEP,NONE
/political-expedition/legacy,ExplorerRoute,captain.tsx,OPEN,NONE
/portal,ExplorerRoute,public.tsx,OPEN,NONE
/portfolio,ProtectedRoute,dashboard.tsx,KEEP,NONE
/position-categories,ProtectedRoute,admin.tsx,KEEP,NONE
/positions,ProtectedRoute,admin.tsx,KEEP,NONE
/positions/browse,ProtectedRoute,admin.tsx,KEEP,NONE
/pre-beta-recruits,ProtectedRoute,admin.tsx,KEEP,NONE
/preorder-success,ProtectedRoute,commerce.tsx,KEEP,NONE
/press,OPEN,public.tsx,OPEN,NONE
/privacy,OPEN,misc.tsx,OPEN,NONE
/production,ExplorerRoute,production.tsx,OPEN,NONE
/production-queue,ProtectedRoute,production.tsx,KEEP,NONE
/production-runs,ExplorerRoute,production.tsx,OPEN,NONE
/production/:projectId,ExplorerRoute,production.tsx,OPEN,NONE
/production/new,ProtectedRoute,production.tsx,KEEP,NONE
/products,ExplorerRoute,production.tsx,OPEN,NONE
/products/:slug,ExplorerRoute,production.tsx,OPEN,NONE
/profile-settings,ProtectedRoute,dashboard.tsx,KEEP,NONE
/progress/1,OPEN,public.tsx,OPEN,NONE
/project-costs,ProtectedRoute,commerce.tsx,KEEP,NONE
/project-landing/:projectId/:segmentSlug?,OPEN,production.tsx,OPEN,NONE
/project/:projectSlug,ProtectedRoute,production.tsx,KEEP,NONE
/project/:projectSlug/product/:productId,ProtectedRoute,production.tsx,KEEP,NONE
/projects,ExplorerRoute,production.tsx,OPEN,NONE
/projects/:projectId/scale-rates,ProtectedRoute,production.tsx,KEEP,NONE
/projects/:slug,ExplorerRoute,production.tsx,OPEN,NONE
/projects/:slug/claim,ProtectedRoute,production.tsx,KEEP,NONE
/projects/create,ProtectedRoute,production.tsx,KEEP,NONE
/projects/hexisle,OPEN,hexisle.tsx,OPEN,NONE
/proofs,OPEN,public.tsx,OPEN,NONE
/proofs/,OPEN,public.tsx,OPEN,NONE
/proteus-anchor,OPEN,production.tsx,OPEN,NONE
/prototyping,ProtectedRoute,admin.tsx,KEEP,NONE
/publications,OPEN,cephas.tsx,OPEN,NONE
/pudding,OPEN,public.tsx,OPEN,NONE
/read/:paperKey,OPEN,public.tsx,OPEN,NONE
/real-world-puzzles,OPEN,social.tsx,OPEN,NONE
/reciprocity-leaderboard,OPEN,dashboard.tsx,OPEN,NONE
/red-carpet,OPEN,onboarding.tsx,OPEN,NONE
/red-carpet,ExplorerRoute,redCarpet.tsx,OPEN,NONE
/red-carpet/creator,ProtectedRoute,redCarpet.tsx,KEEP,NONE
/red-carpet/landing/:token,OPEN,redCarpet.tsx,OPEN,NONE
/red-carpet/my-credits,ProtectedRoute,redCarpet.tsx,KEEP,NONE
/register-maker,ProtectedRoute,production.tsx,KEEP,NONE
/reputation/:userId,OPEN,public.tsx,OPEN,NONE
/resource-board,ExplorerRoute,tools.tsx,OPEN,NONE
/reviewer/apply,ProtectedRoute,social.tsx,KEEP,NONE
/reviewer/dashboard,ProtectedRoute,social.tsx,KEEP,NONE
/reviewer/queue/:id,ProtectedRoute,social.tsx,KEEP,NONE
/rideshare-routes,ExplorerRoute,initiatives.tsx,OPEN,NONE
/roll,OPEN,social.tsx,OPEN,NONE
/roll/nominate,ProtectedRoute,social.tsx,KEEP,NONE
/rolodex,ProtectedRoute,social.tsx,KEEP,NONE
/rope-of-history,OPEN,public.tsx,OPEN,NONE
/round-tables,OPEN,social.tsx,OPEN,NONE
/salt-mines,OPEN,onboarding.tsx,OPEN,NONE
/sample-xml,ProtectedRoute,admin.tsx,KEEP,NONE
/sanantonio,OPEN,public.tsx,OPEN,NONE
/santa,ProtectedRoute,misc.tsx,KEEP,NONE
/scroll-forge,ExplorerRoute,tools.tsx,OPEN,NONE
/search,OPEN,public.tsx,OPEN,NONE
/senate,ExplorerRoute,captain.tsx,OPEN,NONE
/senate/innovations,ExplorerRoute,captain.tsx,OPEN,NONE
/senate/projects,ExplorerRoute,captain.tsx,OPEN,NONE
/senate/records,ExplorerRoute,captain.tsx,OPEN,NONE
/senate/saltmines,ExplorerRoute,captain.tsx,OPEN,NONE
/senate/tower,ExplorerRoute,captain.tsx,OPEN,NONE
/senate/tower/:level,ExplorerRoute,captain.tsx,OPEN,NONE
/send-lists,ProtectedRoute,admin.tsx,KEEP,NONE
/senior-pics,ExplorerRoute,commerce.tsx,OPEN,NONE
/service-node/register,ExplorerRoute,initiatives.tsx,OPEN,NONE
/settings/lb-frame-tier,ProtectedRoute,dashboard.tsx,KEEP,NONE
/settings/social-accounts,ProtectedRoute,dashboard.tsx,KEEP,NONE
/showcase-promotion,ProtectedRoute,commerce.tsx,KEEP,NONE
/side-quests,ProtectedRoute,admin.tsx,KEEP,NONE
/simulator,ProtectedRoute,tools.tsx,KEEP,NONE
/social-admin,ProtectedRoute,admin.tsx,KEEP,NONE
/speak-friend,OPEN,public.tsx,OPEN,NONE
/speak-friend/,OPEN,public.tsx,OPEN,NONE
/sphinx,OPEN,misc.tsx,OPEN,NONE
/sphinx/phase-1,OPEN,misc.tsx,OPEN,NONE
/spinouts,ExplorerRoute,initiatives.tsx,OPEN,NONE
/spinouts/:slug,ExplorerRoute,initiatives.tsx,OPEN,NONE
/spinouts/anchor,ExplorerRoute,initiatives.tsx,OPEN,NONE
/spinouts/battery-dispatch,ExplorerRoute,initiatives.tsx,OPEN,NONE
/spinouts/cai-bonfire,ExplorerRoute,initiatives.tsx,OPEN,NONE
/spinouts/defense-klaus,ExplorerRoute,initiatives.tsx,OPEN,NONE
/spinouts/harper-guild,ExplorerRoute,initiatives.tsx,OPEN,NONE
/spinouts/map-and-compass,ExplorerRoute,initiatives.tsx,OPEN,NONE
/spinouts/mnemosyne-c,ExplorerRoute,initiatives.tsx,OPEN,NONE
/spinouts/mnemosynec-spinout,ExplorerRoute,initiatives.tsx,OPEN,NONE
/spinouts/stand-in-the-gap,ExplorerRoute,initiatives.tsx,OPEN,NONE
/sponsor,OPEN,commerce.tsx,OPEN,NONE
/sponsor-success,ProtectedRoute,commerce.tsx,KEEP,NONE
/sponsorship,ProtectedRoute,commerce.tsx,KEEP,NONE
/sponsorship-guide,ProtectedRoute,commerce.tsx,KEEP,NONE
/spotlight,ProtectedRoute,dashboard.tsx,KEEP,NONE
/staff/battery-dispatch-access,ProtectedRoute,tools.tsx,KEEP,NONE
/staff/chapter-engagement,ProtectedRoute,tools.tsx,KEEP,NONE
/staff/engagement-ingestion,ProtectedRoute,tools.tsx,KEEP,NONE
/staff/founder-contacts,ProtectedRoute,tools.tsx,KEEP,NONE
/staff/launch-schedule,ProtectedRoute,tools.tsx,KEEP,NONE
/staff/pudding-analytics,ProtectedRoute,tools.tsx,KEEP,NONE
/staff/social-announcement-set,ProtectedRoute,admin.tsx,KEEP,NONE
/staff/social-media,ProtectedRoute,tools.tsx,KEEP,NONE
/staff/spice-editor,ProtectedRoute,tools.tsx,KEEP,NONE
/staff/v2-primitives,ProtectedRoute,tools.tsx,KEEP,NONE
/staff/v2-tracker,ProtectedRoute,tools.tsx,KEEP,NONE
/star-chamber,ProtectedRoute,captain.tsx,KEEP,NONE
/star-chamber-legacy,OPEN,captain.tsx,OPEN,NONE
/star-chamber/legacy,ProtectedRoute,captain.tsx,KEEP,NONE
/start,OPEN,onboarding.tsx,OPEN,NONE
/start/cold-start,OPEN,onboarding.tsx,OPEN,NONE
/start/cold-start/broadcast,OPEN,onboarding.tsx,OPEN,NONE
/start/cold-start/food,OPEN,onboarding.tsx,OPEN,NONE
/start/cold-start/guild,OPEN,onboarding.tsx,OPEN,NONE
/start/cold-start/local-business,OPEN,onboarding.tsx,OPEN,NONE
/start/cold-start/manufacturing,OPEN,onboarding.tsx,OPEN,NONE
/start/cold-start/service,OPEN,onboarding.tsx,OPEN,NONE
/start/cold-start/tribe,OPEN,onboarding.tsx,OPEN,NONE
/starter-kit,ExplorerRoute,commerce.tsx,OPEN,NONE
/steward,ProtectedRoute,captain.tsx,KEEP,NONE
/steward/apply,ProtectedRoute,captain.tsx,KEEP,NONE
/steward/legal-formations,ProtectedRoute,captain.tsx,KEEP,NONE
/stewards-guild,ExplorerRoute,initiatives.tsx,OPEN,NONE
/store,ProtectedRoute,production.tsx,KEEP,NONE
/store-templates,ExplorerRoute,commerce.tsx,OPEN,NONE
/storefront-aggregation,OPEN,commerce.tsx,OPEN,NONE
/storefront/:id,ExplorerRoute,commerce.tsx,OPEN,NONE
/storefront/builder,ProtectedRoute,tools.tsx,KEEP,NONE
/subdomain-manager,ProtectedRoute,admin.tsx,KEEP,NONE
/subscribe,ExplorerRoute,commerce.tsx,OPEN,NONE
/subscription-channel/:slug,OPEN,commerce.tsx,OPEN,NONE
/subscription-channels,OPEN,commerce.tsx,OPEN,NONE
/subscription-channels/create,ProtectedRoute,commerce.tsx,KEEP,NONE
/subscriptions,OPEN,commerce.tsx,OPEN,NONE
/substitution,OPEN,dashboard.tsx,OPEN,NONE
/subsystem/:id,OPEN,public.tsx,OPEN,NONE
/support,ExplorerRoute,public.tsx,OPEN,NONE
/swoop,ExplorerRoute,commerce.tsx,OPEN,NONE
/swoop/:slug,ExplorerRoute,commerce.tsx,OPEN,NONE
/swoop/admin,ProtectedRoute,commerce.tsx,KEEP,NONE
/task-list,ProtectedRoute,admin.tsx,KEEP,NONE
/task-log,ProtectedRoute,admin.tsx,KEEP,NONE
/template-setup,ProtectedRoute,admin.tsx,KEEP,NONE
/tereno-certification,ExplorerRoute,production.tsx,OPEN,NONE
/terms,OPEN,misc.tsx,OPEN,NONE
/testing/circles,ProtectedRoute,social.tsx,KEEP,NONE
/the-2nd-second,ExplorerRoute,commerce.tsx,OPEN,NONE
/the-300,OPEN,captain.tsx,OPEN,NONE
/the-battery,ProtectedRoute,admin.tsx,KEEP,NONE
/the-forge,ProtectedRoute,production.tsx,KEEP,NONE
/the-furnace,OPEN,commerce.tsx,OPEN,NONE
/the-helm,ExplorerRoute,tools.tsx,OPEN,NONE
/the300,OPEN,captain.tsx,OPEN,NONE
/the300/:pedestalId,OPEN,captain.tsx,OPEN,NONE
/themes,ProtectedRoute,admin.tsx,KEEP,NONE
/thermometer,OPEN,commerce.tsx,OPEN,NONE
/thought-experiment,OPEN,tools.tsx,OPEN,NONE
/thought-experiments,ProtectedRoute,tools.tsx,KEEP,NONE
/toe-dipping,ProtectedRoute,dashboard.tsx,KEEP,NONE
/tools/card-generator,ProtectedRoute,tools.tsx,KEEP,NONE
/tools/cue-card-generator,ProtectedRoute,tools.tsx,KEEP,NONE
/tools/storefront-builder,ProtectedRoute,tools.tsx,KEEP,NONE
/tour,OPEN,cephas.tsx,OPEN,NONE
/tour/packages,OPEN,cephas.tsx,OPEN,NONE
/tower-of-peace,OPEN,tools.tsx,OPEN,NONE
/transparency,ExplorerRoute,commerce.tsx,OPEN,NONE
/treasure-hunt,OPEN,tools.tsx,OPEN,NONE
/treasure-map,OPEN,tools.tsx,OPEN,NONE
/treasure-map-game,OPEN,tools.tsx,OPEN,NONE
/treasure-map/:slug,OPEN,tools.tsx,OPEN,NONE
/treasure-map/create,OPEN,tools.tsx,OPEN,NONE
/treasure-maps,OPEN,tools.tsx,OPEN,NONE
/treasure-maps/:mapId,OPEN,tools.tsx,OPEN,NONE
/treasure-maps/builder,ProtectedRoute,tools.tsx,KEEP,NONE
/tribes,ProtectedRoute,social.tsx,REVIEW,KEEP
/tribes/:slug,ExplorerRoute,social.tsx,OPEN,NONE
/tribes/create,ProtectedRoute,social.tsx,KEEP,NONE
/tribes/legacy,ProtectedRoute,social.tsx,REVIEW,KEEP
/untech-onboarding,OPEN,public.tsx,OPEN,NONE
/updates/crown/:slug,OPEN,cephas.tsx,OPEN,NONE
/v2/governance/harper-review,ProtectedRoute,dashboard.tsx,KEEP,NONE
/v2/lemon-lot,ProtectedRoute,dashboard.tsx,KEEP,NONE
/v2/lemon-lot/:listingId,ProtectedRoute,dashboard.tsx,KEEP,NONE
/v2/ops/content-shield,ProtectedRoute,dashboard.tsx,KEEP,NONE
/v2/ops/dispatch-health,ProtectedRoute,dashboard.tsx,KEEP,NONE
/v2/ops/letter-dispatch,ProtectedRoute,dashboard.tsx,KEEP,NONE
/v2/rideshare,ProtectedRoute,dashboard.tsx,KEEP,NONE
/v2/rideshare/:routeId,ProtectedRoute,dashboard.tsx,KEEP,NONE
/v2/wheels,ProtectedRoute,dashboard.tsx,KEEP,NONE
/viewing-schedule,OPEN,public.tsx,OPEN,NONE
/vouch,ProtectedRoute,social.tsx,KEEP,NONE
/w/:medallionId,OPEN,onboarding.tsx,OPEN,NONE
/wallet,ProtectedRoute,dashboard.tsx,KEEP,NONE
/watch,OPEN,public.tsx,OPEN,NONE
/welcome,OPEN,onboarding.tsx,OPEN,NONE
/welcome/:code,OPEN,onboarding.tsx,OPEN,NONE
/welcome/creator/:handle,OPEN,public.tsx,OPEN,NONE
/welcome/sponsor/:code,OPEN,onboarding.tsx,OPEN,NONE
/what-if,OPEN,tools.tsx,OPEN,NONE
/wheels,ProtectedRoute,dashboard.tsx,KEEP,NONE
/who-can-use,OPEN,public.tsx,OPEN,NONE
/why-no-ads,ExplorerRoute,public.tsx,OPEN,NONE
/why-no-vc,ExplorerRoute,public.tsx,OPEN,NONE
/wildfire-run/:slug,ExplorerRoute,tools.tsx,OPEN,NONE
/wildfire-runs,ExplorerRoute,tools.tsx,OPEN,NONE
/wildfire-tour,OPEN,public.tsx,OPEN,NONE
/worked-example,OPEN,public.tsx,OPEN,NONE
/workshop,ProtectedRoute,production.tsx,KEEP,NONE
/xp-leaderboard,OPEN,dashboard.tsx,OPEN,NONE
